user_id,activity_id,rating
43,17,4
43,290,4
43,187,5
43,380,4
43,359,4
43,165,5
43,191,4
43,100,5
43,15,3
43,204,2
43,271,1
43,100,4
44,414,3
44,3,5
44,40,3
44,367,4
44,19,4
44,475,3
44,354,4
44,375,4
44,298,4
44,434,3
44,181,4
44,480,4
44,271,2
44,24,4
44,179,3
45,53,4
45,300,3
45,171,3
45,74,5
45,310,4
45,495,3
45,456,4
45,128,5
45,156,3
45,300,4
45,156,3
45,256,3
45,416,3
45,428,5
45,487,3
45,172,3
45,128,4
45,172,5
45,368,2
45,169,3
45,283,1
45,345,3
45,101,3
45,472,3
45,80,3
45,50,3
45,405,2
46,121,3
46,300,4
46,193,5
46,393,4
46,387,4
46,303,4
46,420,4
46,403,5
46,492,4
46,359,4
46,352,3
46,382,3
46,30,5
46,88,4
46,197,4
46,156,3
46,96,4
46,323,5
46,386,3
46,424,2
46,493,3
46,500,4
46,454,3
46,383,4
46,247,3
46,55,4
47,339,4
47,478,5
47,327,5
47,403,3
47,21,4
47,130,5
47,312,4
47,478,5
47,279,3
47,214,5
47,425,5
47,32,5
47,333,4
47,94,4
47,496,5
47,279,4
47,496,4
47,389,5
47,206,4
47,273,5
47,374,2
47,92,4
47,149,4
47,481,1
47,226,3
47,443,2
47,432,3
48,221,4
48,351,3
48,195,4
48,85,4
48,50,5
48,480,4
48,229,4
48,402,4
48,235,4
48,468,3
48,19,5
48,145,5
48,252,3
48,106,3
48,207,1
48,384,3
48,179,4
48,441,1
49,476,4
49,166,4
49,474,5
49,311,4
49,119,5
49,304,4
49,385,3
49,277,5
49,411,4
49,114,4
49,123,4
49,105,5
49,229,4
49,444,3
49,432,3
49,301,4
49,195,5
49,319,3
49,52,2
49,337,2
49,369,3
49,193,5
49,407,3
49,217,5
49,128,3
50,472,5
50,298,3
50,325,5
50,22,5
50,237,4
50,453,4
50,308,4
50,436,4
50,358,5
50,322,5
50,465,4
50,215,4
50,283,5
50,185,5
50,203,4
50,62,4
50,119,4
50,19,5
50,251,2
50,117,3
50,99,2
50,319,2
50,104,3
50,275,5
50,284,1
50,106,3
50,253,1
51,448,4
51,189,3
51,383,4
51,346,4
51,391,4
51,401,5
51,412,5
51,310,4
51,273,4
51,219,4
51,71,4
51,295,2
51,166,5
51,270,4
51,56,3
51,56,3
51,439,2
52,44,5
52,231,4
52,483,4
52,181,5
52,34,4
52,58,4
52,105,4
52,286,4
52,312,3
52,90,4
52,417,4
52,476,3
52,416,5
52,371,3
52,387,4
52,395,2
52,272,3
53,240,3
53,191,5
53,238,4
53,493,5
53,144,4
53,471,4
53,140,5
53,292,4
53,461,3
53,476,5
53,19,4
53,72,4
53,176,3
53,442,4
53,195,5
53,233,4
53,308,4
53,3,4
53,188,4
53,258,3
53,497,3
53,194,5
53,143,3
53,186,2
53,149,1
53,251,3
54,17,4
54,30,5
54,261,5
54,153,5
54,12,4
54,300,3
54,194,4
54,36,4
54,117,4
54,286,5
54,389,4
54,408,4
54,375,3
54,389,3
54,495,3
55,289,4
55,4,4
55,278,4
55,227,5
55,184,3
55,324,5
55,65,4
55,406,4
55,385,4
55,228,4
55,474,4
55,303,4
55,94,3
55,110,3
55,136,3
55,58,1
55,16,2
56,219,4
56,239,4
56,143,3
56,74,4
56,134,3
56,158,4
56,239,4
56,441,4
56,329,3
56,239,4
56,462,5
56,290,3
56,320,3
56,265,3
56,351,4
56,480,3
56,104,3
56,234,2
56,66,3
56,69,4
56,405,4
57,407,4
57,207,4
57,219,4
57,129,5
57,341,4
57,339,4
57,275,5
57,17,3
57,373,4
57,104,5
57,121,5
57,404,5
57,86,5
57,429,3
57,486,5
57,418,3
57,94,3
57,416,2
57,288,3
57,85,5
57,274,5
57,114,3
58,461,4
58,123,5
58,311,4
58,494,5
58,304,5
58,464,4
58,478,5
58,167,5
58,19,4
58,2,4
58,394,3
58,326,3
58,390,3
58,327,2
58,17,1
58,193,2
58,128,4
59,420,3
59,197,3
59,242,3
59,331,4
59,226,5
59,373,3
59,25,3
59,360,4
59,412,5
59,232,4
59,74,4
59,405,4
59,307,4
59,73,3
59,25,5
59,217,4
59,159,4
59,92,5
59,341,3
59,132,2
59,362,3
59,371,2
59,133,2
59,211,3
59,394,4
59,116,5
59,407,3
60,441,4
60,220,4
60,17,5
60,441,3
60,193,4
60,239,3
60,187,5
60,219,3
60,193,4
60,274,4
60,310,5
60,9,4
60,287,2
60,214,4
60,409,3
60,144,5
60,33,2
60,297,3
61,57,4
61,45,4
61,265,4
61,401,4
61,222,4
61,152,3
61,226,4
61,258,4
61,369,3
61,143,5
61,197,4
61,134,4
61,10,4
61,24,4
61,66,2
61,35,3
61,230,3
61,491,4
61,249,4
61,112,3
62,125,4
62,483,5
62,85,5
62,223,3
62,76,4
62,314,4
62,407,5
62,139,5
62,321,4
62,155,4
62,129,5
62,101,3
62,444,4
62,128,5
62,119,3
62,399,3
62,481,3
62,272,3
63,461,5
63,289,4
63,375,5
63,123,3
63,264,4
63,289,4
63,234,3
63,169,5
63,375,4
63,471,4
63,361,4
63,204,3
63,12,2
63,86,1
63,258,5
63,41,2
63,157,4
64,192,4
64,416,3
64,344,4
64,331,4
64,178,4
64,122,5
64,25,5
64,156,3
64,346,3
64,485,3
64,413,3
64,226,4
64,158,5
64,103,5
64,106,4
64,443,4
64,96,3
64,39,1
64,160,3
64,287,5
64,38,3
64,183,4
64,262,3
65,413,3
65,189,5
65,220,4
65,10,4
65,84,3
65,192,4
65,443,5
65,187,4
65,152,4
65,168,4
65,149,3
65,45,5
65,369,5
65,346,3
65,296,5
65,353,4
65,371,5
65,159,4
65,156,3
65,78,4
65,254,3
65,266,1
65,160,3
65,355,3
65,39,4
65,366,1
65,138,3
65,437,1
65,458,4
66,62,4
66,55,4
66,343,3
66,482,4
66,91,4
66,392,5
66,367,4
66,430,5
66,465,4
66,408,4
66,311,4
66,283,3
66,318,4
66,80,1
66,86,3
66,275,3
66,180,4
66,371,2
66,252,2
67,365,4
67,33,4
67,123,5
67,450,3
67,72,4
67,81,3
67,313,4
67,293,3
67,452,4
67,169,4
67,430,4
67,332,5
67,359,4
67,175,4
67,231,3
67,244,1
68,96,4
68,97,4
68,462,5
68,163,4
68,387,4
68,415,5
68,350,3
68,143,5
68,7,3
68,334,4
68,486,4
68,153,5
68,363,4
68,75,4
68,255,5
68,69,4
68,73,4
68,421,4
68,174,5
68,67,3
68,152,1
68,277,3
68,452,3
68,364,5
68,72,5
68,47,4
68,28,4
68,222,3
68,309,2
69,82,4
69,243,4
69,5,3
69,178,4
69,16,5
69,53,5
69,163,3
69,208,3
69,405,4
69,104,5
69,262,3
69,346,5
69,16,3
69,75,4
69,380,4
69,486,5
69,431,2
69,103,3
69,146,2
69,338,4
69,221,4
69,279,2
69,299,4
70,198,4
70,179,4
70,54,4
70,101,4
70,496,5
70,44,4
70,266,4
70,113,3
70,76,4
70,480,5
70,90,4
70,181,3
70,477,4
70,303,4
70,69,3
70,68,4
70,258,3
70,107,3
70,216,3
70,354,3
70,419,5
70,343,3
70,26,2
70,102,2
71,83,3
71,242,3
71,334,4
71,225,5
71,11,4
71,380,3
71,197,3
71,5,5
71,372,4
71,158,4
71,82,3
71,426,5
71,159,4
71,429,4
71,92,3
71,437,3
71,394,4
71,148,4
71,309,3
71,375,4
71,319,2
71,350,3
72,231,3
72,360,4
72,460,5
72,73,3
72,254,4
72,246,3
72,339,5
72,248,4
72,280,4
72,186,4
72,32,5
72,282,5
72,484,4
72,110,4
72,363,5
72,64,3
72,131,5
72,166,4
72,357,1
72,215,3
72,240,2
72,245,3
72,424,3
72,491,3
72,90,3
73,196,3
73,105,5
73,221,5
73,13,4
73,483,3
73,160,3
73,330,4
73,234,4
73,27,5
73,154,5
73,437,3
73,236,2
73,380,2
73,262,4
73,248,2
74,440,5
74,473,3
74,422,4
74,330,3
74,150,4
74,112,3
74,439,5
74,81,5
74,468,4
74,375,4
74,427,5
74,185,4
74,457,3
74,361,4
74,22,5
74,177,4
74,354,4
74,119,5
74,460,4
74,136,5
74,87,1
74,248,3
74,389,4
74,403,4
74,315,3
74,10,2
75,50,3
75,288,5
75,185,5
75,270,4
75,50,5
75,354,3
75,91,4
75,292,4
75,191,4
75,195,5
75,56,3
75,240,4
75,177,4
75,461,4
75,166,4
75,354,4
75,431,4
75,492,2
75,366,4
75,209,3
75,352,4
75,404,4
75,496,2
75,36,3
76,58,5
76,398,3
76,23,4
76,181,3
76,132,4
76,311,4
76,460,3
76,376,4
76,285,4
76,175,5
76,271,5
76,93,4
76,224,5
76,371,3
76,274,3
76,217,2
76,435,3
76,405,3
76,199,1
77,287,4
77,297,4
77,333,5
77,150,3
77,43,3
77,140,4
77,112,4
77,322,4
77,22,4
77,476,4
77,283,5
77,468,4
77,328,3
77,27,4
77,300,5
77,300,3
77,372,4
77,20,1
77,202,3
77,273,1
78,327,4
78,204,3
78,294,4
78,311,4
78,257,4
78,364,5
78,125,4
78,291,5
78,480,3
78,418,3
78,470,3
78,303,4
78,347,4
78,99,5
78,205,4
78,330,3
78,344,5
78,47,2
78,402,4
78,242,3
78,200,3
79,295,4
79,113,4
79,268,3
79,132,4
79,341,4
79,398,5
79,459,4
79,496,4
79,327,3
79,397,3
79,345,4
79,211,5
79,177,4
79,373,4
79,163,4
79,28,2
79,24,4
79,208,2
80,204,5
80,479,5
80,459,5
80,291,5
80,306,4
80,398,4
80,294,3
80,282,3
80,466,5
80,378,4
80,255,4
80,134,2
80,97,3
80,191,1
80,406,1
80,196,1
81,102,5
81,126,4
81,290,4
81,259,5
81,489,4
81,407,4
81,281,5
81,363,4
81,470,4
81,355,5
81,253,5
81,99,4
81,275,4
81,248,4
81,293,5
81,490,2
81,78,2
81,196,3
81,408,4
81,324,2
81,423,2
82,466,4
82,236,5
82,339,4
82,179,5
82,417,3
82,162,3
82,76,5
82,126,4
82,352,5
82,91,4
82,179,4
82,93,5
82,445,4
82,403,4
82,303,5
82,304,4
82,236,5
82,379,5
82,408,4
82,16,1
82,468,3
82,17,4
82,50,2
82,336,2
82,323,3
82,202,2
82,35,5
83,235,4
83,328,5
83,328,5
83,321,4
83,68,4
83,229,4
83,235,4
83,345,3
83,181,4
83,201,4
83,301,3
83,414,2
83,218,4
83,332,3
83,184,3
83,277,3
83,165,3
84,26,3
84,427,4
84,313,4
84,43,4
84,196,3
84,289,3
84,170,5
84,490,4
84,49,4
84,432,4
84,297,5
84,33,5
84,487,2
84,381,2
84,499,2
84,91,5
84,104,3
84,115,3
85,316,3
85,300,4
85,426,4
85,259,4
85,387,5
85,446,3
85,370,5
85,151,4
85,419,4
85,77,4
85,117,4
85,498,3
85,239,4
85,498,4
85,75,4
85,382,4
85,126,5
85,210,3
85,175,1
85,115,3
85,476,4
85,68,4
85,299,3
86,190,4
86,206,4
86,57,3
86,383,4
86,404,4
86,331,4
86,161,4
86,192,5
86,171,5
86,244,5
86,274,4
86,146,4
86,125,2
86,2,2
86,494,3
86,120,4
86,58,2
87,356,4
87,197,4
87,79,5
87,82,4
87,280,4
87,239,5
87,261,4
87,151,4
87,87,4
87,281,5
87,193,5
87,128,4
87,143,4
87,87,5
87,486,3
87,190,2
87,264,4
87,286,4
87,55,4
87,480,3
87,401,1
87,35,3
88,54,4
88,417,5
88,350,3
88,126,3
88,397,4
88,268,5
88,204,4
88,241,5
88,397,4
88,223,3
88,105,5
88,69,4
88,269,4
88,328,4
88,290,3
88,190,1
88,52,1
88,190,3
88,107,4
88,123,3
88,372,5
89,442,4
89,177,4
89,183,4
89,237,4
89,142,5
89,120,5
89,215,5
89,330,4
89,43,4
89,287,4
89,33,3
89,141,3
89,176,4
89,298,4
89,112,4
89,183,5
89,368,3
89,362,3
89,41,1
89,174,3
89,480,3
89,13,3
89,143,3
89,236,4
89,355,4
89,405,5
90,358,5
90,482,4
90,142,5
90,434,3
90,472,4
90,473,4
90,62,4
90,348,5
90,479,3
90,43,4
90,114,5
90,476,5
90,311,3
90,89,4
90,309,4
90,230,2
90,95,5
90,487,5
90,451,2
90,370,2
90,77,1
90,125,5
91,150,4
91,233,4
91,237,5
91,283,5
91,317,4
91,406,4
91,408,5
91,367,4
91,491,4
91,56,3
91,237,4
91,445,3
91,466,4
91,214,3
91,137,3
91,100,2
91,175,3
92,306,5
92,379,5
92,326,4
92,250,3
92,425,3
92,312,5
92,398,4
92,466,4
92,252,4
92,44,5
92,127,4
92,469,5
92,148,5
92,480,4
92,232,2
92,472,4
92,372,3
92,240,5
92,413,1
92,400,1
93,140,4
93,185,4
93,402,4
93,468,3
93,19,4
93,365,3
93,173,5
93,336,4
93,176,4
93,322,5
93,297,4
93,233,4
93,193,4
93,282,4
93,98,3
93,7,1
93,101,3
93,462,4
94,475,4
94,173,4
94,408,3
94,490,4
94,154,3
94,33,4
94,6,4
94,442,4
94,40,5
94,297,5
94,49,5
94,283,3
94,210,3
94,216,4
94,177,5
94,183,5
94,133,5
94,119,4
94,277,4
94,18,3
94,480,2
94,352,1
94,124,5
94,386,2
94,284,2
94,126,1
94,314,5
94,416,3
95,269,3
95,224,4
95,31,5
95,162,3
95,340,3
95,214,5
95,181,3
95,96,5
95,345,4
95,433,5
95,236,4
95,270,5
95,181,5
95,376,4
95,303,3
95,48,5
95,159,3
95,106,1
95,225,1
95,28,4
95,189,2
95,468,3
95,176,3
96,306,4
96,409,4
96,320,5
96,219,4
96,137,4
96,186,4
96,67,4
96,29,3
96,327,4
96,67,4
96,25,4
96,143,4
96,446,4
96,269,4
96,110,4
96,409,5
96,197,4
96,206,1
96,324,1
96,24,5
96,467,2
96,385,4
96,190,1
96,274,5
96,500,4
97,289,4
97,367,5
97,422,4
97,42,5
97,440,5
97,500,3
97,308,4
97,39,4
97,47,4
97,37,4
97,147,5
97,247,5
97,184,4
97,450,3
97,112,4
97,221,3
97,21,4
97,497,3
97,192,3
97,445,1
97,319,4
97,350,2
97,291,4
97,404,3
98,60,4
98,78,4
98,192,4
98,205,3
98,380,4
98,244,4
98,323,5
98,245,4
98,239,3
98,97,4
98,369,4
98,103,4
98,300,4
98,192,5
98,367,3
98,402,3
98,455,3
98,374,4
98,264,2
98,183,4
99,84,5
99,331,4
99,441,4
99,246,4
99,431,4
99,187,5
99,263,3
99,331,4
99,319,4
99,52,4
99,152,4
99,259,3
99,172,3
99,71,4
99,213,5
99,305,2
99,173,4
99,295,4
99,392,4
99,35,4
100,147,4
100,183,4
100,47,5
100,33,4
100,144,3
100,411,4
100,293,4
100,196,3
100,367,4
100,472,4
100,365,5
100,283,5
100,250,5
100,241,5
100,481,2
100,395,2
100,360,3
100,311,4
101,498,5
101,162,5
101,12,3
101,253,4
101,102,4
101,45,3
101,97,4
101,462,5
101,352,3
101,217,5
101,236,5
101,267,5
101,23,4
101,162,5
101,404,4
101,50,3
101,291,1
101,107,1
101,452,4
101,483,3
101,402,2
101,2,2
102,473,5
102,482,5
102,139,4
102,63,3
102,89,3
102,427,5
102,214,4
102,285,5
102,483,5
102,308,5
102,427,5
102,298,4
102,167,4
102,450,5
102,498,3
102,384,1
102,108,3
102,83,3
102,346,4
102,102,3
103,2,4
103,249,4
103,480,5
103,339,4
103,201,4
103,58,4
103,162,5
103,255,3
103,488,3
103,421,4
103,136,5
103,181,3
103,164,4
103,126,4
103,153,5
103,48,5
103,267,4
103,199,3
103,366,2
103,212,1
103,342,2
103,408,3
103,182,3
103,276,5
103,112,3
104,416,3
104,448,5
104,64,5
104,258,4
104,373,4
104,412,4
104,152,4
104,391,3
104,401,5
104,87,3
104,122,5
104,159,4
104,395,3
104,117,4
104,184,3
104,467,2
104,467,3
104,315,2
104,211,2
104,173,2
105,333,3
105,42,4
105,15,4
105,324,4
105,500,3
105,133,4
105,240,4
105,204,4
105,198,4
105,145,4
105,210,4
105,2,3
105,434,3
105,479,4
105,63,4
105,68,4
105,483,4
105,195,4
105,26,5
105,429,2
105,497,2
105,296,2
105,220,3
105,82,3
105,352,2
105,181,3
105,470,2
105,209,3
106,50,4
106,392,4
106,264,4
106,72,4
106,55,5
106,452,5
106,140,4
106,218,4
106,210,4
106,3,4
106,454,4
106,228,4
106,142,5
106,114,4
106,313,4
106,361,4
106,436,5
106,317,4
106,457,4
106,43,4
106,306,4
106,249,1
106,484,4
106,325,3
106,209,3
106,383,3
106,319,3
106,243,1
106,311,4
107,452,4
107,285,5
107,127,3
107,394,3
107,432,5
107,374,4
107,500,4
107,210,4
107,271,5
107,333,3
107,167,3
107,206,3
107,115,5
107,103,3
